trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.002, 'e': 0.6921171816887304}",30,8,-63.038719320128784,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 1}",1
186,False,"{'a': 0.002, 'e': 0.6907343306373547}",30,24,7.670300332735438,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.002, 'e': 0.6893542425242224}",35,0,-109.97852024435912,"{0: 26, 1: 2, 2: 5, 3: 0, 4: 2}",0
188,False,"{'a': 0.002, 'e': 0.6879769118289795}",25,0,-53.069076233862646,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
189,False,"{'a': 0.002, 'e': 0.686602333042301}",20,0,-100.92109319926816,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
190,False,"{'a': 0.002, 'e': 0.6852305006658703}",35,16,-53.80072032090984,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
191,False,"{'a': 0.002, 'e': 0.6838614092123558}",20,5,-18.64246271657193,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
192,False,"{'a': 0.002, 'e': 0.6824950532053901}",20,0,-136.50522332983851,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
193,False,"{'a': 0.002, 'e': 0.6811314271795471}",20,0,-78.51355398460028,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
194,False,"{'a': 0.002, 'e': 0.679770525680321}",20,16,7.330364598547504,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.002, 'e': 0.678412343264104}",20,0,-206.66832204617347,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 4}",0
196,False,"{'a': 0.002, 'e': 0.6770568744981647}",20,0,-47.37562373233207,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
197,False,"{'a': 0.002, 'e': 0.675704113960626}",25,0,-114.51072393209355,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
198,False,"{'a': 0.002, 'e': 0.6743540562404442}",20,0,-107.20912432938482,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
199,False,"{'a': 0.002, 'e': 0.6730066959373864}",20,0,-45.041017487501776,"{0: 14, 1: 5, 2: 0, 3: 0, 4: 1}",0
200,False,"{'a': 0.002, 'e': 0.6716620276620098}",20,0,-46.05809579135643,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
201,False,"{'a': 0.002, 'e': 0.6703200460356393}",20,0,-96.30299907073719,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",1
202,False,"{'a': 0.002, 'e': 0.6689807456903467}",20,14,11.219874191905337,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.002, 'e': 0.6676441212689289}",20,0,-46.258595390602835,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
204,False,"{'a': 0.002, 'e': 0.6663101674248864}",20,4,-41.73724095303593,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
205,False,"{'a': 0.002, 'e': 0.6649788788224019}",25,10,21.02362949489976,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.002, 'e': 0.6636502501363194}",20,3,-39.588010638671136,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
207,False,"{'a': 0.002, 'e': 0.6623242760521222}",20,0,-45.59212110188018,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
208,False,"{'a': 0.002, 'e': 0.6610009512659124}",30,0,-10.755305046138933,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
209,False,"{'a': 0.002, 'e': 0.659680270484389}",20,14,-2.0175003400134086,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.002, 'e': 0.6583622284248272}",35,10,-46.05932839778496,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",1
211,False,"{'a': 0.002, 'e': 0.6570468198150567}",20,0,-193.59918427828973,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 4}",0
212,False,"{'a': 0.002, 'e': 0.6557340393934418}",30,16,-60.46001929927275,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 1}",1
213,False,"{'a': 0.002, 'e': 0.6544238819088586}",25,0,-80.16633182538968,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
214,False,"{'a': 0.002, 'e': 0.6531163421206756}",25,20,9.89054561279699,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.002, 'e': 0.651811414798732}",20,0,-20.436620926548496,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
216,False,"{'a': 0.002, 'e': 0.6505090947233165}",25,0,-78.93952456037519,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
217,False,"{'a': 0.002, 'e': 0.6492093766851474}",20,4,-31.872496603119103,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
218,False,"{'a': 0.002, 'e': 0.6479122554853506}",20,5,-42.1902786611739,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 0}",1
219,False,"{'a': 0.002, 'e': 0.6466177259354396}",30,0,-183.93660522060836,"{0: 20, 1: 2, 2: 4, 3: 0, 4: 4}",0
220,False,"{'a': 0.002, 'e': 0.6453257828572946}",25,0,-140.2548392952885,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
221,False,"{'a': 0.002, 'e': 0.6440364210831414}",20,0,-46.558971677462125,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
222,False,"{'a': 0.002, 'e': 0.6427496354555312}",20,12,11.983887249625976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.002, 'e': 0.6414654208273198}",20,2,-36.298103159079325,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
224,False,"{'a': 0.002, 'e': 0.6401837720616471}",25,0,-119.86707342745616,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
225,False,"{'a': 0.002, 'e': 0.6389046840319162}",20,0,-32.25251119205025,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
226,False,"{'a': 0.002, 'e': 0.6376281516217733}",20,0,-20.08392572750789,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
227,False,"{'a': 0.002, 'e': 0.6363541697250871}",30,0,-11.643976690641363,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
228,False,"{'a': 0.002, 'e': 0.6350827332459281}",25,0,-6.454953581279634,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
229,False,"{'a': 0.002, 'e': 0.633813837098549}",25,10,8.547272714439266,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.002, 'e': 0.6325474762073634}",20,0,-3.6552174662029753,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
231,False,"{'a': 0.002, 'e': 0.631283645506926}",20,0,-105.38725067667129,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
232,False,"{'a': 0.002, 'e': 0.6300223399419123}",20,0,-28.295209229395244,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
233,False,"{'a': 0.002, 'e': 0.6287635544670984}",20,0,-51.01023393031182,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
234,False,"{'a': 0.002, 'e': 0.6275072840473407}",20,0,-77.71450265288475,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
235,False,"{'a': 0.002, 'e': 0.6262535236575559}",20,11,5.977376987254385,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.002, 'e': 0.6250022682827008}",25,5,-6.8257631385628885,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.002, 'e': 0.623753512917752}",35,3,-41.512571766454506,"{0: 24, 1: 2, 2: 5, 3: 1, 4: 0}",1
238,False,"{'a': 0.002, 'e': 0.6225072525676867}",20,0,-82.5242415318308,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
239,False,"{'a': 0.002, 'e': 0.6212634822474616}",25,11,-35.06033413561091,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
240,False,"{'a': 0.002, 'e': 0.6200221969819939}",20,0,-10.082514534296278,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
241,False,"{'a': 0.002, 'e': 0.6187833918061408}",20,0,-67.16586674903736,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
242,False,"{'a': 0.002, 'e': 0.61754706176468}",30,16,-60.004969803620625,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
243,False,"{'a': 0.002, 'e': 0.6163132019122897}",35,0,-89.65133610633985,"{0: 27, 1: 2, 2: 4, 3: 0, 4: 2}",0
244,False,"{'a': 0.002, 'e': 0.6150818073135287}",20,0,-12.298119598631525,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
245,False,"{'a': 0.002, 'e': 0.6138528730428171}",30,0,-59.751040289794176,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
246,False,"{'a': 0.002, 'e': 0.6126263941844161}",20,9,-14.742798543695152,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
247,False,"{'a': 0.002, 'e': 0.6114023658324087}",25,0,-118.28144827077183,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
248,False,"{'a': 0.002, 'e': 0.6101807830906798}",20,0,-56.01610131010159,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
249,False,"{'a': 0.002, 'e': 0.6089616410728969}",25,9,-48.41396380541156,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
250,False,"{'a': 0.002, 'e': 0.6077449349024902}",25,2,-57.88304187714231,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 2}",1
251,False,"{'a': 0.002, 'e': 0.6065306597126334}",25,0,-121.33095572227282,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
252,False,"{'a': 0.002, 'e': 0.6053188106462243}",30,0,-74.34038189674507,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
253,False,"{'a': 0.002, 'e': 0.6041093828558647}",25,0,-138.48738762881297,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
254,False,"{'a': 0.002, 'e': 0.6029023715038421}",25,3,-77.52407660919272,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 1}",1
255,False,"{'a': 0.002, 'e': 0.6016977717621094}",25,0,-39.53882664979515,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
256,False,"{'a': 0.002, 'e': 0.6004955788122659}",35,25,-6.010146227600368,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.002, 'e': 0.5992957878455384}",25,0,-43.57560627452497,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
258,False,"{'a': 0.002, 'e': 0.5980983940627613}",25,11,7.197876353583187,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.002, 'e': 0.596903392674358}",25,14,0.6675836174544134,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.002, 'e': 0.5957107789003212}",20,14,-1.1365920632964128,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.002, 'e': 0.5945205479701944}",25,1,-57.55803965575838,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 0}",1
262,False,"{'a': 0.002, 'e': 0.593332695123052}",25,17,11.35691803642064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.002, 'e': 0.5921472156074813}",30,2,-92.3323290593074,"{0: 20, 1: 2, 2: 3, 3: 2, 4: 1}",1
264,False,"{'a': 0.002, 'e': 0.5909641046815626}",25,0,-37.78854192494155,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
265,False,"{'a': 0.002, 'e': 0.5897833576128504}",20,13,2.772021901167787,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.002, 'e': 0.5886049696783552}",20,13,-9.688728623323971,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
267,False,"{'a': 0.002, 'e': 0.5874289361645234}",20,0,-8.311568802227502,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
268,False,"{'a': 0.002, 'e': 0.5862552523672196}",20,0,-55.26301263312792,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
269,False,"{'a': 0.002, 'e': 0.5850839135917069}",20,0,-92.91770244361662,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
270,False,"{'a': 0.002, 'e': 0.5839149151526287}",25,7,6.3444274653950705,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.002, 'e': 0.5827482523739896}",20,0,3.9986352965037897,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
272,False,"{'a': 0.002, 'e': 0.5815839205891371}",30,0,-27.116773921048704,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
273,False,"{'a': 0.002, 'e': 0.5804219151407424}",25,0,-83.95295145995779,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
274,False,"{'a': 0.002, 'e': 0.579262231380782}",20,12,-14.858564421931236,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
275,False,"{'a': 0.002, 'e': 0.5781048646705196}",20,4,1.2316086620560276,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
276,False,"{'a': 0.002, 'e': 0.5769498103804866}",30,0,-21.897428878285137,"{0: 25, 1: 2, 2: 1, 3: 2, 4: 0}",0
277,False,"{'a': 0.002, 'e': 0.5757970638904645}",25,4,-64.2837493757646,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 1}",1
278,False,"{'a': 0.002, 'e': 0.5746466205894657}",20,3,9.534071248336367,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.002, 'e': 0.5734984758757153}",20,12,-43.91820513342273,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
280,False,"{'a': 0.002, 'e': 0.5723526251566332}",25,0,-95.30414832257011,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
281,False,"{'a': 0.002, 'e': 0.5712090638488149}",30,12,-16.56971428535961,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
282,False,"{'a': 0.002, 'e': 0.5700677873780134}",25,0,-38.89474544362475,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
283,False,"{'a': 0.002, 'e': 0.5689287911791218}",30,0,-77.4406945234327,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
284,False,"{'a': 0.002, 'e': 0.5677920706961532}",25,0,-83.0562132517161,"{0: 18, 1: 4, 2: 1, 3: 0, 4: 2}",0
285,False,"{'a': 0.002, 'e': 0.5666576213822246}",20,3,-68.51563859795718,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
286,False,"{'a': 0.002, 'e': 0.5655254386995371}",25,13,12.268490669106468,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.002, 'e': 0.5643955181193583}",30,8,-23.108885505055135,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
288,False,"{'a': 0.002, 'e': 0.5632678551220046}",20,6,-97.83310025123961,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 2}",1
289,False,"{'a': 0.002, 'e': 0.5621424451968224}",20,0,-11.690119563518735,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
290,False,"{'a': 0.002, 'e': 0.5610192838421706}",20,0,-28.646832736855377,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
291,False,"{'a': 0.002, 'e': 0.559898366565402}",20,0,-77.76229773088717,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
292,False,"{'a': 0.002, 'e': 0.5587796888828463}",30,0,-96.25445216553925,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
293,False,"{'a': 0.002, 'e': 0.5576632463197913}",30,7,-51.82840200654763,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 1}",1
294,False,"{'a': 0.002, 'e': 0.5565490344104649}",25,7,-1.4341967218007847,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
295,False,"{'a': 0.002, 'e': 0.5554370486980182}",25,7,-14.109464641305376,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
296,False,"{'a': 0.002, 'e': 0.5543272847345071}",35,13,-20.246009475788806,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
297,False,"{'a': 0.002, 'e': 0.5532197380808739}",35,1,-26.97464766754631,"{0: 27, 1: 2, 2: 4, 3: 1, 4: 0}",1
298,False,"{'a': 0.002, 'e': 0.5521144043069306}",35,14,-79.51084987790237,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 2}",1
299,False,"{'a': 0.002, 'e': 0.5510112789913407}",25,0,-145.44646597811027,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
300,False,"{'a': 0.002, 'e': 0.5499103577216016}",20,15,2.0201060485027016,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.002, 'e': 0.5488116360940265}",20,7,-0.5000250288486314,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
302,False,"{'a': 0.002, 'e': 0.5477151097137275}",20,0,-45.63611520510874,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
303,False,"{'a': 0.002, 'e': 0.5466207741945976}",30,5,-22.736669132441985,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",1
304,False,"{'a': 0.002, 'e': 0.5455286251592933}",20,9,11.484394374284125,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.002, 'e': 0.5444386582392171}",20,13,-2.9131519166810165,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.002, 'e': 0.5433508690744998}",20,15,8.388246467924054,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.002, 'e': 0.5422652533139832}",20,6,-52.591200467225704,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
308,False,"{'a': 0.002, 'e': 0.5411818066152029}",20,12,13.374578072508285,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.002, 'e': 0.5401005246443706}",20,0,-70.39067834248013,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
310,False,"{'a': 0.002, 'e': 0.539021403076357}",20,0,-75.73814802690138,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
311,False,"{'a': 0.002, 'e': 0.5379444375946745}",30,0,-116.84014607952378,"{0: 19, 1: 1, 2: 6, 3: 4, 4: 0}",0
312,False,"{'a': 0.002, 'e': 0.5368696238914595}",20,8,9.642022040921914,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.002, 'e': 0.535796957667456}",25,1,-29.642258629962853,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 0}",1
314,False,"{'a': 0.002, 'e': 0.5347264346319975}",20,7,6.884590232588329,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.002, 'e': 0.5336580505029906}",20,12,5.530202160099987,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.002, 'e': 0.5325918010068972}",35,9,-42.1232331108189,"{0: 21, 1: 1, 2: 1, 3: 3, 4: 0}",1
317,False,"{'a': 0.002, 'e': 0.5315276818787179}",20,0,-46.95888120541218,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
318,False,"{'a': 0.002, 'e': 0.5304656888619749}",25,13,-21.78100517126963,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
319,False,"{'a': 0.002, 'e': 0.5294058177086945}",20,0,-5.403474511948429,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 0.002, 'e': 0.528348064179391}",20,4,-58.64540965248978,"{0: 10, 1: 1, 2: 3, 3: 2, 4: 0}",1
321,False,"{'a': 0.002, 'e': 0.5272924240430485}",25,0,-53.86151479215861,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
322,False,"{'a': 0.002, 'e': 0.5262388930771054}",25,0,-131.32893657737498,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
323,False,"{'a': 0.002, 'e': 0.5251874670674361}",35,2,-57.8790765177389,"{0: 26, 1: 2, 2: 3, 3: 1, 4: 1}",1
324,False,"{'a': 0.002, 'e': 0.5241381418083354}",20,0,-6.934976714150372,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
325,False,"{'a': 0.002, 'e': 0.5230909131025008}",30,17,-50.31789228848864,"{0: 8, 1: 1, 2: 2, 3: 2, 4: 0}",1
326,False,"{'a': 0.002, 'e': 0.522045776761016}",25,0,-32.60758949461751,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
327,False,"{'a': 0.002, 'e': 0.5210027286033344}",30,18,-25.49246264072445,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
328,False,"{'a': 0.002, 'e': 0.5199617644572618}",25,18,12.87510535461044,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.002, 'e': 0.5189228801589404}",30,1,-21.81573319432711,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 0}",1
330,False,"{'a': 0.002, 'e': 0.5178860715528314}",30,0,-30.08371615406981,"{0: 24, 1: 0, 2: 5, 3: 1, 4: 0}",0
331,False,"{'a': 0.002, 'e': 0.5168513344916992}",20,0,-22.614865248557543,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
332,False,"{'a': 0.002, 'e': 0.5158186648365941}",20,0,-32.8321017758848,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
333,False,"{'a': 0.002, 'e': 0.5147880584568362}",30,11,-11.346011888129397,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
334,False,"{'a': 0.002, 'e': 0.5137595112299983}",30,18,1.3381854475060744,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
335,False,"{'a': 0.002, 'e': 0.5127330190418905}",25,15,-2.568286744472996,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.002, 'e': 0.5117085777865424}",20,0,21.289873519755623,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
337,False,"{'a': 0.002, 'e': 0.5106861833661879}",20,3,13.100249424010444,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.002, 'e': 0.5096658316912476}",25,0,-22.129987096413547,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
339,False,"{'a': 0.002, 'e': 0.5086475186803137}",30,12,-19.839055694261205,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 0}",1
340,False,"{'a': 0.002, 'e': 0.5076312402601327}",30,17,8.646225222588056,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.002, 'e': 0.5066169923655895}",25,11,5.6092700140968725,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.002, 'e': 0.5056047709396915}",20,0,-29.03327289578914,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
343,False,"{'a': 0.002, 'e': 0.5045945719335512}",20,6,-25.214757007973887,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
344,False,"{'a': 0.002, 'e': 0.5035863913063714}",25,8,0.9397174757215194,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
345,False,"{'a': 0.002, 'e': 0.5025802250254283}",20,0,-35.84824311473119,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
346,False,"{'a': 0.002, 'e': 0.5015760690660555}",30,0,-33.90468187446019,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
347,False,"{'a': 0.002, 'e': 0.5005739194116277}",25,9,-11.862796930091111,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
348,False,"{'a': 0.002, 'e': 0.4995737720535449}",20,0,-83.503103109327,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
349,False,"{'a': 0.002, 'e': 0.4985756229912165}",25,14,13.29982513806603,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.002, 'e': 0.4975794682320448}",30,0,-16.424713545935212,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
351,False,"{'a': 0.002, 'e': 0.49658530379140947}",30,3,-27.532512456818427,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 0}",1
352,False,"{'a': 0.002, 'e': 0.4955931256926514}",20,7,-3.78418284448872,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
353,False,"{'a': 0.002, 'e': 0.494602929967057}",25,3,6.520964088485682,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
354,False,"{'a': 0.002, 'e': 0.4936147126538418}",25,11,7.412063041882014,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.002, 'e': 0.49262846980013547}",20,0,-28.923423822411728,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
356,False,"{'a': 0.002, 'e': 0.4916441974609651}",20,11,-2.8266166042216136,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.002, 'e': 0.4906618916992401}",20,6,9.545546949596876,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.002, 'e': 0.4896815485857362}",25,11,-11.754625675040518,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
359,False,"{'a': 0.002, 'e': 0.4887031641990795}",30,9,-26.81381763352085,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 0}",1
360,False,"{'a': 0.002, 'e': 0.4877267346257312}",25,14,-22.08595285924395,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
361,False,"{'a': 0.002, 'e': 0.4867522559599717}",25,15,-60.96297573555535,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
362,False,"{'a': 0.002, 'e': 0.485779724303885}",20,0,-38.227843505215624,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
363,False,"{'a': 0.002, 'e': 0.48480913576734325}",20,15,-3.958133637575197,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.002, 'e': 0.483840486467991}",25,0,-6.465929640061248,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
365,False,"{'a': 0.002, 'e': 0.48287377253122976}",20,12,11.821104827848211,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.002, 'e': 0.48190899009020244}",20,0,-14.111496163354648,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
367,False,"{'a': 0.002, 'e': 0.480946135285778}",25,11,-92.51415889988388,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
368,False,"{'a': 0.002, 'e': 0.479985204266536}",25,14,-87.26087984686305,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 2}",1
